Network,Number of Swaps,PC1 Variance,Influence Team Strength,Total Number of Swaps
PLU_100_16,50,0.3496990506522043,0.0647363900358898,100
PLU_100_17,50,0.2875627190915838,0.0948069884784671,100
PLU_100_18,50,0.4379374149624984,0.1452626396977573,100
PLU_100_19,50,0.388636661216999,0.1810228922615875,100
PLU_100_20,50,0.3176369911036647,0.0242555157625765,100
PLU_100_21,50,0.3843993966656451,0.071096628344928,100
PLU_100_22,50,0.4179807801799306,0.0503151557692364,100
PLU_100_23,50,0.3185957728529425,0.0543123976867111,100
PLU_100_24,50,0.3170502319138692,0.028020177121246,100
PLU_100_25,50,0.2874136329458785,0.0563508033469285,100
PLU_100_26,50,0.3084873549144885,0.0727126125307678,100
PLU_100_27,50,0.2567600724310342,0.1765797545677782,100
PLU_100_28,50,0.4474310071090018,0.1008832286828715,100
PLU_100_29,50,0.3917280532864907,0.0934540176245265,100
PLU_100_30,50,0.3483401127715035,0.0634645931125071,100
PLU_100_31,50,0.5295388638324822,0.0563851188861528,100
PLU_100_32,50,0.4809765908168664,0.0846360203105656,100
PLU_100_33,50,0.3442035572395725,0.0236964141808756,100
PLU_100_34,50,0.503011514821205,0.113325068352063,100
PLU_100_35,50,0.3009879439289126,0.0490081406588624,100
PLU_100_36,50,0.253739124610257,0.01790810143135,100
PLU_100_37,50,0.3648028644733583,0.0214258728358,100
PLU_100_38,50,0.3738169671968181,0.0470517889018237,100
PLU_100_39,50,0.37364224191397,0.0904716784380311,100
PLU_100_40,50,0.5082743334281955,0.0957732588578741,100
PLU_100_41,50,0.5217223874076711,0.0799047910059597,100
PLU_100_42,50,0.3161333384440394,0.0159184802981716,100
PLU_100_43,50,0.4436522261343208,0.038648302188585,100
PLU_100_44,50,0.5020124504312244,0.0793006837301955,100
PLU_100_45,50,0.5102286110392205,0.0712660160513691,100
PLU_100_46,50,0.4643432316911224,0.0743823911744387,100
PLU_100_47,50,0.5091777775899188,0.0914530662396563,100
PLU_100_48,50,0.396349033402747,0.0921493153070718,100
PLU_100_49,50,0.3028935579780679,0.0268790920381006,100
PLU_100_50,50,0.3216091369200619,0.0529354635520024,100
